step_num,step_type,latency_ms,recall_mean,recall_std_dev,gt_scan_mean,gt_scan_dev,mainteance_ms,index_mem_gb,num_partitions,num_vectors
194,search,4603.9,0.86648,0.138724,21.7186,19.2356,28.375,1.57657,2157,3081734
195,delete,53.738,-1.0,-1.0,-1.0,-1.0,26.248,1.55782,2157,3043966
196,search,4520.8,0.86567,0.13938,21.8145,19.2978,27.817,1.55782,2157,3043966
197,delete,48.247,-1.0,-1.0,-1.0,-1.0,26.284,1.54167,2157,3008145
198,search,4545.97,0.86506,0.139286,21.9121,19.3272,27.87,1.54167,2157,3008145
199,delete,13.242,-1.0,-1.0,-1.0,-1.0,25.998,1.53776,2157,2999384
200,search,4557.1,0.86463,0.139577,21.9858,19.3904,27.883,1.53776,2157,2999384
201,delete,8.886,-1.0,-1.0,-1.0,-1.0,25.75,1.53387,2157,2993528
202,search,4573.25,0.86454,0.139724,22.0115,19.3967,29.247,1.53387,2157,2993528
203,delete,23.835,-1.0,-1.0,-1.0,-1.0,25.537,1.52663,2157,2980973
204,search,4284.43,0.86439,0.139713,22.019,19.3891,29.465,1.52663,2157,2980973
205,delete,39.989,-1.0,-1.0,-1.0,-1.0,25.914,1.51751,2157,2960291
206,search,4489.24,0.86422,0.139675,22.0462,19.4043,28.42,1.51751,2157,2960291
207,delete,58.631,-1.0,-1.0,-1.0,-1.0,25.753,1.49751,2157,2920620
208,search,4509.48,0.8639,0.139818,22.0269,19.3626,28.69,1.49751,2157,2920620
209,delete,33.556,-1.0,-1.0,-1.0,-1.0,25.962,1.48663,2157,2900501
210,search,4546.77,0.86317,0.140219,22.1533,19.4234,28.657,1.48663,2157,2900501
211,delete,13.992,-1.0,-1.0,-1.0,-1.0,25.445,1.48207,2157,2891660
212,search,4462.44,0.86283,0.140591,22.1774,19.4375,27.871,1.48207,2157,2891660
213,delete,22.484,-1.0,-1.0,-1.0,-1.0,25.73,1.4725,2157,2873257
214,search,4546.73,0.86182,0.141173,22.2549,19.4645,27.851,1.4725,2157,2873257
215,delete,360.116,-1.0,-1.0,-1.0,-1.0,24.555,1.30946,2157,2537571
216,search,4373.68,0.85573,0.14394,23.03,19.7104,29.605,1.30946,2157,2537571
217,delete,277.173,-1.0,-1.0,-1.0,-1.0,24.817,1.19384,2157,2308194
218,search,4280.43,0.85041,0.146946,23.7204,20.157,28.968,1.19384,2157,2308194
219,delete,37.195,-1.0,-1.0,-1.0,-1.0,26.382,1.18208,2157,2285820
220,search,4327.78,0.84915,0.147933,23.835,20.2401,29.06,1.18208,2157,2285820
221,delete,292.139,-1.0,-1.0,-1.0,-1.0,25.55,1.07904,2157,2082858
222,search,4258.14,0.84847,0.148016,24.0135,20.3769,29.155,1.07904,2157,2082858
223,delete,19.551,-1.0,-1.0,-1.0,-1.0,25.836,1.07244,2157,2071207
224,search,4363.44,0.8466,0.148741,24.1423,20.4217,28.428,1.07244,2157,2071207
225,delete,11.46,-1.0,-1.0,-1.0,-1.0,25.866,1.06874,2157,2065400
226,search,4248.87,0.84634,0.148911,24.1557,20.4035,28.535,1.06874,2157,2065400
227,delete,5.468,-1.0,-1.0,-1.0,-1.0,25.665,1.06695,2157,2062105
228,search,4344.44,0.84636,0.148823,24.1913,20.4172,28.231,1.06695,2157,2062105
229,delete,29.337,-1.0,-1.0,-1.0,-1.0,26.043,1.05691,2157,2039610
230,search,4296.81,0.84453,0.149053,24.5457,20.6348,28.377,1.05691,2157,2039610
231,delete,16.441,-1.0,-1.0,-1.0,-1.0,25.779,1.05112,2157,2027795
232,search,4355.52,0.84377,0.149205,24.6821,20.6599,28.263,1.05112,2157,2027795
233,delete,7.141,-1.0,-1.0,-1.0,-1.0,25.871,1.04822,2157,2022859
234,search,4327.33,0.84359,0.149064,24.7145,20.6756,30.656,1.04822,2157,2022859
235,delete,13.511,-1.0,-1.0,-1.0,-1.0,25.81,1.04464,2157,2016264
236,search,4261.65,0.84358,0.149063,24.7298,20.6732,29.706,1.04464,2157,2016264
237,delete,369.253,-1.0,-1.0,-1.0,-1.0,26.72,0.924536,2157,1782866
238,search,4306.43,0.838,0.153124,25.4226,21.0895,29.824,0.924536,2157,1782866
239,delete,36.379,-1.0,-1.0,-1.0,-1.0,26.451,0.911847,2157,1758931
240,search,4269.73,0.83609,0.153589,25.6725,21.1656,28.901,0.911847,2157,1758931
241,delete,13.639,-1.0,-1.0,-1.0,-1.0,26.134,0.906906,2157,1751275
242,search,4185.14,0.8354,0.1538,25.7673,21.2139,29.259,0.906906,2157,1751275
