step_num,step_type,latency_ms,recall_mean,recall_std_dev,gt_scan_mean,gt_scan_dev,mainteance_ms,index_mem_gb,num_partitions,num_vectors
229,delete,15.748,-1.0,-1.0,-1.0,-1.0,21.324,1.01234,1793,2039610
230,search,3104.05,0.86037,0.144683,24.9508,20.6028,17.42,1.01234,1793,2039610
231,delete,9.929,-1.0,-1.0,-1.0,-1.0,22.408,1.00468,1790,2027795
232,search,3080.79,0.85944,0.14515,25.0359,20.6046,17.028,1.00468,1790,2027795
233,delete,3.634,-1.0,-1.0,-1.0,-1.0,15.206,1.00306,1790,2022859
234,search,3088.1,0.85916,0.145319,25.0434,20.605,16.878,1.00306,1790,2022859
235,delete,5.658,-1.0,-1.0,-1.0,-1.0,16.987,1.00002,1787,2016264
236,search,3084.33,0.85902,0.145337,25.1024,20.6355,16.72,1.00002,1787,2016264
237,delete,172.193,-1.0,-1.0,-1.0,-1.0,214.49,0.88084,1718,1782866
238,search,2991.91,0.85515,0.147735,25.6267,20.94,16.267,0.88084,1718,1782866
239,delete,14.972,-1.0,-1.0,-1.0,-1.0,35.638,0.869252,1711,1758931
240,search,2950.99,0.85281,0.148894,25.9156,21.0402,16.376,0.869252,1711,1758931
241,delete,5.591,-1.0,-1.0,-1.0,-1.0,19.934,0.86711,1710,1751275
242,search,2921.09,0.85238,0.148785,25.9883,21.0705,16.2,0.86711,1710,1751275
243,delete,12.757,-1.0,-1.0,-1.0,-1.0,14.508,0.862142,1710,1733264
244,search,2954.12,0.8509,0.149299,26.2022,21.0935,17.984,0.862142,1710,1733264
245,delete,11.347,-1.0,-1.0,-1.0,-1.0,19.458,0.858286,1709,1722658
246,search,2970.42,0.85048,0.149365,26.3065,21.1166,16.587,0.858286,1709,1722658
247,delete,3.644,-1.0,-1.0,-1.0,-1.0,14.437,0.857302,1709,1719601
248,search,2960.62,0.85038,0.149441,26.3419,21.1347,16.295,0.857302,1709,1719601
249,delete,7.603,-1.0,-1.0,-1.0,-1.0,14.651,0.853426,1709,1711648
250,search,2965.1,0.84991,0.149603,26.399,21.1728,16.759,0.853426,1709,1711648
251,delete,191.205,-1.0,-1.0,-1.0,-1.0,240.409,0.726617,1615,1470624
252,search,2745.07,0.84819,0.150632,26.4705,21.1024,31.914,0.726617,1617,1470624
253,delete,21.313,-1.0,-1.0,-1.0,-1.0,19.239,0.715733,1615,1442070
254,search,2785.41,0.84723,0.150899,26.5916,21.1194,15.598,0.715733,1615,1442070
255,delete,29.45,-1.0,-1.0,-1.0,-1.0,16.174,0.700021,1613,1405549
256,search,2775.65,0.8435,0.153008,27.0613,21.2757,21.912,0.700022,1614,1405549
257,insert,6.455,-1.0,-1.0,-1.0,-1.0,13.897,0.702302,1614,1416288
258,search,2730,0.84379,0.152949,27.0388,21.25,15.228,0.702302,1614,1416288
259,insert,16.849,-1.0,-1.0,-1.0,-1.0,18.465,0.708545,1615,1443010
260,search,2771.65,0.84407,0.15316,27.0032,21.3093,15.336,0.708545,1615,1443010
261,insert,1.332,-1.0,-1.0,-1.0,-1.0,13.901,0.708683,1615,1447529
262,search,2780.88,0.84467,0.152665,26.923,21.297,15.17,0.708683,1615,1447529
263,insert,82.053,-1.0,-1.0,-1.0,-1.0,42.04,0.747569,1620,1569110
264,search,2753.05,0.84634,0.153442,26.517,21.3223,20.036,0.747569,1621,1569110
265,insert,45.073,-1.0,-1.0,-1.0,-1.0,14.2,0.767608,1621,1636119
266,search,2834.41,0.85003,0.151125,26.1002,21.22,20.436,0.767614,1622,1636119
267,insert,23.653,-1.0,-1.0,-1.0,-1.0,24.479,0.778431,1624,1665152
268,search,2843.15,0.8522,0.150407,25.7405,21.1295,15.339,0.778431,1624,1665152
269,insert,179.541,-1.0,-1.0,-1.0,-1.0,86.152,0.872611,1636,1916952
270,search,2906.08,0.8546,0.148651,25.4714,21.0758,57.422,0.872739,1643,1916952
271,insert,4.016,-1.0,-1.0,-1.0,-1.0,14.439,0.874215,1643,1920898
272,search,2917.88,0.85488,0.148663,25.4171,21.042,24.846,0.874214,1645,1920898
273,insert,19.591,-1.0,-1.0,-1.0,-1.0,18.006,0.882635,1646,1942757
274,search,2916.2,0.85682,0.147718,25.1912,20.9736,15.934,0.882635,1646,1942757
275,insert,324.501,-1.0,-1.0,-1.0,-1.0,168.27,1.04517,1678,2328372
276,search,3029.32,0.86068,0.144136,24.8361,20.7816,70.954,1.0453,1689,2328372
277,insert,29.94,-1.0,-1.0,-1.0,-1.0,14.321,1.0578,1689,2363257
278,search,3085.88,0.86179,0.143461,24.7037,20.7305,25.649,1.0578,1691,2363257
279,insert,20.055,-1.0,-1.0,-1.0,-1.0,14.081,1.06657,1691,2388933
280,search,3073.99,0.86278,0.142819,24.6311,20.6921,15.355,1.06657,1691,2388933
281,insert,220.393,-1.0,-1.0,-1.0,-1.0,105.255,1.20017,1706,2684315
282,search,3141.13,0.86403,0.142598,24.5614,20.9276,41.283,1.20017,1710,2684315
283,insert,342.882,-1.0,-1.0,-1.0,-1.0,174.833,1.38747,1745,3109157
284,search,3344.7,0.87019,0.138965,23.8041,20.4843,79.716,1.38747,1757,3109157
285,insert,10.529,-1.0,-1.0,-1.0,-1.0,14.924,1.39245,1757,3122751
286,search,3395.91,0.87077,0.138835,23.7482,20.4923,29.338,1.39245,1760,3122751
287,insert,27.482,-1.0,-1.0,-1.0,-1.0,14.86,1.40753,1760,3163679
288,search,3387.1,0.87172,0.13846,23.6567,20.4411,18.372,1.40753,1761,3163679
289,insert,221.028,-1.0,-1.0,-1.0,-1.0,158.647,1.54547,1790,3472031
290,search,3567.86,0.87504,0.136598,23.2109,20.4557,80.302,1.5461,1803,3472031
291,insert,18.089,-1.0,-1.0,-1.0,-1.0,15.331,1.55739,1803,3495577
292,search,3608.18,0.87742,0.134492,23.0026,20.3295,26.45,1.55739,1805,3495577
293,insert,11.772,-1.0,-1.0,-1.0,-1.0,26.963,1.56647,1808,3515193
294,search,3594.81,0.87735,0.134767,22.9777,20.363,16.365,1.56647,1808,3515193
295,insert,146.339,-1.0,-1.0,-1.0,-1.0,109.324,1.65865,1826,3723063
296,search,3720.62,0.87962,0.133864,22.6467,20.2314,48.564,1.65889,1833,3723063
297,insert,3.528,-1.0,-1.0,-1.0,-1.0,15.685,1.66076,1833,3727399
298,search,3702.38,0.87946,0.133991,22.6362,20.2483,21.989,1.66076,1834,3727399
299,insert,56.42,-1.0,-1.0,-1.0,-1.0,24.948,1.68585,1838,3788002
300,search,3748.67,0.88188,0.131786,22.463,20.1491,21.038,1.68601,1840,3788002
301,insert,450.33,-1.0,-1.0,-1.0,-1.0,404.458,1.94921,1953,4370866
302,search,4155.34,0.90387,0.118005,19.6158,18.9384,58.062,1.94949,1969,4370866
303,insert,29.288,-1.0,-1.0,-1.0,-1.0,42.342,1.96941,1974,4420306
304,search,4163.12,0.90345,0.118311,19.6595,18.9396,16.471,1.96941,1974,4420306
305,insert,231.341,-1.0,-1.0,-1.0,-1.0,260.382,2.13414,2020,4789669
306,search,4330.44,0.90573,0.116557,19.359,18.8201,97.64,2.13465,2040,4789669
